,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462
0,111.374 ,111.454 ,111.533 ,111.613 ,111.692 ,111.772 ,111.852 ,111.931 ,112.011 ,112.091 ,112.171 ,112.250 ,112.330 ,112.410 ,112.489 ,112.569 ,112.649 ,112.729 ,112.809 ,112.888 ,112.968 ,113.048 ,113.128 ,113.208 ,113.288 ,113.367 ,113.447 ,113.527 ,113.607 ,113.687 ,113.767 ,113.847 ,113.927 ,114.007 ,114.086 ,114.166 ,114.246 ,114.326 ,114.406 ,114.486 ,114.566 ,114.646 ,114.726 ,114.806 ,114.886 ,114.966 ,115.047 ,115.127 ,115.207 ,115.287 ,115.367 ,115.447 ,115.527 ,115.607 ,115.687 ,115.767 ,115.848 ,115.928 ,116.008 ,116.088 ,116.168 ,116.248 ,116.329 ,116.409 ,116.489 ,116.569 ,116.649 ,116.730 ,116.810 ,116.890 ,116.970 ,117.051 ,117.131 ,117.211 ,117.292 ,117.372 ,117.452 ,117.532 ,117.613 ,117.693 ,117.773 ,117.854 ,117.934 ,118.015 ,118.095 ,118.175 ,118.256 ,118.336 ,118.416 ,118.497 ,118.577 ,118.658 ,118.738 ,118.819 ,118.899 ,118.979 ,119.060 ,119.140 ,119.221 ,119.301 ,119.382 ,119.462 ,119.543 ,119.623 ,119.704 ,119.784 ,119.865 ,119.945 ,120.026 ,120.107 ,120.187 ,120.268 ,120.348 ,120.429 ,120.509 ,120.590 ,120.671 ,120.751 ,120.832 ,120.912 ,120.993 ,121.074 ,121.154 ,121.235 ,121.315 ,121.396 ,121.477 ,121.557 ,121.638 ,121.719 ,121.799 ,121.880 ,121.961 ,122.041 ,122.122 ,122.203 ,122.284 ,122.364 ,122.445 ,122.526 ,122.606 ,122.687 ,122.768 ,122.849 ,122.929 ,123.010 ,123.091 ,123.172 ,123.252 ,123.333 ,123.414 ,123.495 ,123.575 ,123.656 ,123.737 ,123.818 ,123.899 ,123.979 ,124.060 ,124.141 ,124.222 ,124.303 ,124.383 ,124.464 ,124.545 ,124.626 ,124.707 ,124.788 ,124.868 ,124.949 ,125.030 ,125.111 ,125.192 ,125.273 ,125.354 ,125.434 ,125.515 ,125.596 ,125.677 ,125.758 ,125.839 ,125.920 ,126.001 ,126.081 ,126.162 ,126.243 ,126.324 ,126.405 ,126.486 ,126.567 ,126.648 ,126.729 ,126.810 ,126.891 ,126.971 ,127.052 ,127.133 ,127.214 ,127.295 ,127.376 ,127.457 ,127.538 ,127.619 ,127.700 ,127.781 ,127.862 ,127.943 ,128.023 ,128.104 ,128.185 ,128.266 ,128.347 ,128.428 ,128.509 ,128.590 ,128.671 ,128.752 ,128.833 ,128.914 ,128.995 ,129.076 ,129.157 ,129.238 ,129.319 ,129.400 ,129.481 ,129.562 ,129.642 ,129.723 ,129.804 ,129.885 ,129.966 ,130.047 ,130.128 ,130.209 ,130.290 ,130.371 ,130.452 ,130.533 ,130.614 ,130.695 ,130.776 ,130.857 ,130.938 ,131.019 ,131.100 ,131.181 ,131.262 ,131.342 ,131.423 ,131.504 ,131.585 ,131.666 ,131.747 ,131.828 ,131.909 ,131.990 ,132.071 ,132.152 ,132.233 ,132.314 ,132.395 ,132.476 ,132.557 ,132.637 ,132.718 ,132.799 ,132.880 ,132.961 ,133.042 ,133.123 ,133.204 ,133.285 ,133.366 ,133.447 ,133.528 ,133.608 ,133.689 ,133.770 ,133.851 ,133.932 ,134.013 ,134.094 ,134.175 ,134.256 ,134.336 ,134.417 ,134.498 ,134.579 ,134.660 ,134.741 ,134.822 ,134.902 ,134.983 ,135.064 ,135.145 ,135.226 ,135.307 ,135.388 ,135.468 ,135.549 ,135.630 ,135.711 ,135.792 ,135.872 ,135.953 ,136.034 ,136.115 ,136.196 ,136.276 ,136.357 ,136.438 ,136.519 ,136.600 ,136.680 ,136.761 ,136.842 ,136.923 ,137.003 ,137.084 ,137.165 ,137.246 ,137.326 ,137.407 ,137.488 ,137.569 ,137.649 ,137.730 ,137.811 ,137.891 ,137.972 ,138.053 ,138.133 ,138.214 ,138.295 ,138.375 ,138.456 ,138.537 ,138.617 ,138.698 ,138.779 ,138.859 ,138.940 ,139.021 ,139.101 ,139.182 ,139.262 ,139.343 ,139.424 ,139.504 ,139.585 ,139.665 ,139.746 ,139.826 ,139.907 ,139.987 ,140.068 ,140.149 ,140.229 ,140.310 ,140.390 ,140.471 ,140.551 ,140.632 ,140.712 ,140.793 ,140.873 ,140.953 ,141.034 ,141.114 ,141.195 ,141.275 ,141.356 ,141.436 ,141.517 ,141.597 ,141.677 ,141.758 ,141.838 ,141.918 ,141.999 ,142.079 ,142.160 ,142.240 ,142.320 ,142.401 ,142.481 ,142.561 ,142.642 ,142.722 ,142.802 ,142.882 ,142.963 ,143.043 ,143.123 ,143.203 ,143.284 ,143.364 ,143.444 ,143.524 ,143.605 ,143.685 ,143.765 ,143.845 ,143.925 ,144.006 ,144.086 ,144.166 ,144.246 ,144.326 ,144.406 ,144.486 ,144.566 ,144.647 ,144.727 ,144.807 ,144.887 ,144.967 ,145.047 ,145.127 ,145.207 ,145.287 ,145.367 ,145.447 ,145.527 ,145.607 ,145.687 ,145.767 ,145.847 ,145.927 ,146.007 ,146.087 ,146.167 ,146.247 ,146.326 ,146.406 ,146.486 ,146.566 ,146.646 ,146.726 ,146.806 ,146.885 ,146.965 ,147.045 ,147.125 ,147.205 ,147.285 ,147.364 ,147.444 ,147.524 ,147.604 ,147.683 ,147.763 ,147.843 ,147.922 ,148.002 ,148.082 ,148.161 ,148.241 ,148.321 ,148.400 ,148.480 ,148.560 
1,111.393 ,111.473 ,111.552 ,111.632 ,111.712 ,111.791 ,111.871 ,111.950 ,112.030 ,112.110 ,112.189 ,112.269 ,112.348 ,112.428 ,112.508 ,112.587 ,112.667 ,112.747 ,112.827 ,112.906 ,112.986 ,113.066 ,113.145 ,113.225 ,113.305 ,113.385 ,113.465 ,113.544 ,113.624 ,113.704 ,113.784 ,113.864 ,113.943 ,114.023 ,114.103 ,114.183 ,114.263 ,114.343 ,114.423 ,114.503 ,114.583 ,114.662 ,114.742 ,114.822 ,114.902 ,114.982 ,115.062 ,115.142 ,115.222 ,115.302 ,115.382 ,115.462 ,115.542 ,115.622 ,115.702 ,115.782 ,115.862 ,115.943 ,116.023 ,116.103 ,116.183 ,116.263 ,116.343 ,116.423 ,116.503 ,116.583 ,116.664 ,116.744 ,116.824 ,116.904 ,116.984 ,117.064 ,117.145 ,117.225 ,117.305 ,117.385 ,117.465 ,117.546 ,117.626 ,117.706 ,117.786 ,117.867 ,117.947 ,118.027 ,118.108 ,118.188 ,118.268 ,118.348 ,118.429 ,118.509 ,118.589 ,118.670 ,118.750 ,118.830 ,118.911 ,118.991 ,119.072 ,119.152 ,119.232 ,119.313 ,119.393 ,119.474 ,119.554 ,119.634 ,119.715 ,119.795 ,119.876 ,119.956 ,120.037 ,120.117 ,120.198 ,120.278 ,120.358 ,120.439 ,120.519 ,120.600 ,120.680 ,120.761 ,120.841 ,120.922 ,121.003 ,121.083 ,121.164 ,121.244 ,121.325 ,121.405 ,121.486 ,121.566 ,121.647 ,121.728 ,121.808 ,121.889 ,121.969 ,122.050 ,122.131 ,122.211 ,122.292 ,122.372 ,122.453 ,122.534 ,122.614 ,122.695 ,122.776 ,122.856 ,122.937 ,123.018 ,123.098 ,123.179 ,123.260 ,123.340 ,123.421 ,123.502 ,123.582 ,123.663 ,123.744 ,123.824 ,123.905 ,123.986 ,124.067 ,124.147 ,124.228 ,124.309 ,124.389 ,124.470 ,124.551 ,124.632 ,124.712 ,124.793 ,124.874 ,124.955 ,125.035 ,125.116 ,125.197 ,125.278 ,125.359 ,125.439 ,125.520 ,125.601 ,125.682 ,125.763 ,125.843 ,125.924 ,126.005 ,126.086 ,126.166 ,126.247 ,126.328 ,126.409 ,126.490 ,126.571 ,126.651 ,126.732 ,126.813 ,126.894 ,126.975 ,127.056 ,127.136 ,127.217 ,127.298 ,127.379 ,127.460 ,127.541 ,127.621 ,127.702 ,127.783 ,127.864 ,127.945 ,128.026 ,128.106 ,128.187 ,128.268 ,128.349 ,128.430 ,128.511 ,128.592 ,128.672 ,128.753 ,128.834 ,128.915 ,128.996 ,129.077 ,129.158 ,129.239 ,129.319 ,129.400 ,129.481 ,129.562 ,129.643 ,129.724 ,129.805 ,129.885 ,129.966 ,130.047 ,130.128 ,130.209 ,130.290 ,130.371 ,130.452 ,130.532 ,130.613 ,130.694 ,130.775 ,130.856 ,130.937 ,131.018 ,131.098 ,131.179 ,131.260 ,131.341 ,131.422 ,131.503 ,131.584 ,131.664 ,131.745 ,131.826 ,131.907 ,131.988 ,132.069 ,132.150 ,132.230 ,132.311 ,132.392 ,132.473 ,132.554 ,132.635 ,132.715 ,132.796 ,132.877 ,132.958 ,133.039 ,133.120 ,133.200 ,133.281 ,133.362 ,133.443 ,133.524 ,133.605 ,133.685 ,133.766 ,133.847 ,133.928 ,134.009 ,134.089 ,134.170 ,134.251 ,134.332 ,134.413 ,134.493 ,134.574 ,134.655 ,134.736 ,134.816 ,134.897 ,134.978 ,135.059 ,135.140 ,135.220 ,135.301 ,135.382 ,135.463 ,135.543 ,135.624 ,135.705 ,135.785 ,135.866 ,135.947 ,136.028 ,136.108 ,136.189 ,136.270 ,136.350 ,136.431 ,136.512 ,136.593 ,136.673 ,136.754 ,136.835 ,136.915 ,136.996 ,137.077 ,137.157 ,137.238 ,137.319 ,137.399 ,137.480 ,137.560 ,137.641 ,137.722 ,137.802 ,137.883 ,137.964 ,138.044 ,138.125 ,138.205 ,138.286 ,138.366 ,138.447 ,138.528 ,138.608 ,138.689 ,138.769 ,138.850 ,138.930 ,139.011 ,139.091 ,139.172 ,139.252 ,139.333 ,139.413 ,139.494 ,139.574 ,139.655 ,139.735 ,139.816 ,139.896 ,139.977 ,140.057 ,140.138 ,140.218 ,140.299 ,140.379 ,140.459 ,140.540 ,140.620 ,140.701 ,140.781 ,140.861 ,140.942 ,141.022 ,141.103 ,141.183 ,141.263 ,141.344 ,141.424 ,141.504 ,141.585 ,141.665 ,141.745 ,141.826 ,141.906 ,141.986 ,142.066 ,142.147 ,142.227 ,142.307 ,142.387 ,142.468 ,142.548 ,142.628 ,142.708 ,142.789 ,142.869 ,142.949 ,143.029 ,143.109 ,143.190 ,143.270 ,143.350 ,143.430 ,143.510 ,143.590 ,143.670 ,143.750 ,143.831 ,143.911 ,143.991 ,144.071 ,144.151 ,144.231 ,144.311 ,144.391 ,144.471 ,144.551 ,144.631 ,144.711 ,144.791 ,144.871 ,144.951 ,145.031 ,145.111 ,145.191 ,145.271 ,145.351 ,145.431 ,145.511 ,145.591 ,145.670 ,145.750 ,145.830 ,145.910 ,145.990 ,146.070 ,146.150 ,146.230 ,146.309 ,146.389 ,146.469 ,146.549 ,146.629 ,146.708 ,146.788 ,146.868 ,146.948 ,147.027 ,147.107 ,147.187 ,147.266 ,147.346 ,147.426 ,147.506 ,147.585 ,147.665 ,147.745 ,147.824 ,147.904 ,147.983 ,148.063 ,148.143 ,148.222 ,148.302 ,148.381 ,148.461 ,148.540 
2,111.413 ,111.492 ,111.572 ,111.651 ,111.730 ,111.810 ,111.890 ,111.969 ,112.049 ,112.128 ,112.208 ,112.287 ,112.367 ,112.446 ,112.526 ,112.606 ,112.685 ,112.765 ,112.844 ,112.924 ,113.004 ,113.083 ,113.163 ,113.243 ,113.322 ,113.402 ,113.482 ,113.562 ,113.641 ,113.721 ,113.801 ,113.880 ,113.960 ,114.040 ,114.120 ,114.200 ,114.279 ,114.359 ,114.439 ,114.519 ,114.599 ,114.679 ,114.758 ,114.838 ,114.918 ,114.998 ,115.078 ,115.158 ,115.238 ,115.318 ,115.398 ,115.478 ,115.557 ,115.637 ,115.717 ,115.797 ,115.877 ,115.957 ,116.037 ,116.117 ,116.197 ,116.277 ,116.357 ,116.437 ,116.517 ,116.598 ,116.678 ,116.758 ,116.838 ,116.918 ,116.998 ,117.078 ,117.158 ,117.238 ,117.318 ,117.399 ,117.479 ,117.559 ,117.639 ,117.719 ,117.799 ,117.880 ,117.960 ,118.040 ,118.120 ,118.200 ,118.281 ,118.361 ,118.441 ,118.521 ,118.602 ,118.682 ,118.762 ,118.842 ,118.923 ,119.003 ,119.083 ,119.163 ,119.244 ,119.324 ,119.404 ,119.485 ,119.565 ,119.645 ,119.726 ,119.806 ,119.886 ,119.967 ,120.047 ,120.128 ,120.208 ,120.288 ,120.369 ,120.449 ,120.530 ,120.610 ,120.690 ,120.771 ,120.851 ,120.932 ,121.012 ,121.093 ,121.173 ,121.253 ,121.334 ,121.414 ,121.495 ,121.575 ,121.656 ,121.736 ,121.817 ,121.897 ,121.978 ,122.058 ,122.139 ,122.219 ,122.300 ,122.381 ,122.461 ,122.542 ,122.622 ,122.703 ,122.783 ,122.864 ,122.944 ,123.025 ,123.106 ,123.186 ,123.267 ,123.347 ,123.428 ,123.509 ,123.589 ,123.670 ,123.750 ,123.831 ,123.912 ,123.992 ,124.073 ,124.154 ,124.234 ,124.315 ,124.395 ,124.476 ,124.557 ,124.637 ,124.718 ,124.799 ,124.879 ,124.960 ,125.041 ,125.121 ,125.202 ,125.283 ,125.364 ,125.444 ,125.525 ,125.606 ,125.686 ,125.767 ,125.848 ,125.928 ,126.009 ,126.090 ,126.171 ,126.251 ,126.332 ,126.413 ,126.494 ,126.574 ,126.655 ,126.736 ,126.816 ,126.897 ,126.978 ,127.059 ,127.139 ,127.220 ,127.301 ,127.382 ,127.462 ,127.543 ,127.624 ,127.705 ,127.785 ,127.866 ,127.947 ,128.028 ,128.108 ,128.189 ,128.270 ,128.351 ,128.432 ,128.512 ,128.593 ,128.674 ,128.755 ,128.835 ,128.916 ,128.997 ,129.078 ,129.159 ,129.239 ,129.320 ,129.401 ,129.482 ,129.562 ,129.643 ,129.724 ,129.805 ,129.886 ,129.966 ,130.047 ,130.128 ,130.209 ,130.289 ,130.370 ,130.451 ,130.532 ,130.613 ,130.693 ,130.774 ,130.855 ,130.936 ,131.016 ,131.097 ,131.178 ,131.259 ,131.340 ,131.420 ,131.501 ,131.582 ,131.663 ,131.743 ,131.824 ,131.905 ,131.986 ,132.067 ,132.147 ,132.228 ,132.309 ,132.390 ,132.470 ,132.551 ,132.632 ,132.713 ,132.793 ,132.874 ,132.955 ,133.036 ,133.116 ,133.197 ,133.278 ,133.358 ,133.439 ,133.520 ,133.601 ,133.681 ,133.762 ,133.843 ,133.924 ,134.004 ,134.085 ,134.166 ,134.246 ,134.327 ,134.408 ,134.489 ,134.569 ,134.650 ,134.731 ,134.811 ,134.892 ,134.973 ,135.053 ,135.134 ,135.215 ,135.295 ,135.376 ,135.457 ,135.537 ,135.618 ,135.699 ,135.779 ,135.860 ,135.941 ,136.021 ,136.102 ,136.182 ,136.263 ,136.344 ,136.424 ,136.505 ,136.585 ,136.666 ,136.747 ,136.827 ,136.908 ,136.988 ,137.069 ,137.150 ,137.230 ,137.311 ,137.391 ,137.472 ,137.552 ,137.633 ,137.713 ,137.794 ,137.874 ,137.955 ,138.036 ,138.116 ,138.197 ,138.277 ,138.358 ,138.438 ,138.519 ,138.599 ,138.679 ,138.760 ,138.840 ,138.921 ,139.001 ,139.082 ,139.162 ,139.243 ,139.323 ,139.403 ,139.484 ,139.564 ,139.645 ,139.725 ,139.805 ,139.886 ,139.966 ,140.047 ,140.127 ,140.207 ,140.288 ,140.368 ,140.448 ,140.529 ,140.609 ,140.689 ,140.770 ,140.850 ,140.930 ,141.011 ,141.091 ,141.171 ,141.251 ,141.332 ,141.412 ,141.492 ,141.572 ,141.653 ,141.733 ,141.813 ,141.893 ,141.973 ,142.054 ,142.134 ,142.214 ,142.294 ,142.374 ,142.455 ,142.535 ,142.615 ,142.695 ,142.775 ,142.855 ,142.935 ,143.015 ,143.096 ,143.176 ,143.256 ,143.336 ,143.416 ,143.496 ,143.576 ,143.656 ,143.736 ,143.816 ,143.896 ,143.976 ,144.056 ,144.136 ,144.216 ,144.296 ,144.376 ,144.456 ,144.536 ,144.616 ,144.696 ,144.776 ,144.855 ,144.935 ,145.015 ,145.095 ,145.175 ,145.255 ,145.335 ,145.415 ,145.494 ,145.574 ,145.654 ,145.734 ,145.814 ,145.894 ,145.973 ,146.053 ,146.133 ,146.213 ,146.292 ,146.372 ,146.452 ,146.531 ,146.611 ,146.691 ,146.771 ,146.850 ,146.930 ,147.010 ,147.089 ,147.169 ,147.248 ,147.328 ,147.408 ,147.487 ,147.567 ,147.646 ,147.726 ,147.806 ,147.885 ,147.965 ,148.044 ,148.124 ,148.203 ,148.283 ,148.362 ,148.442 ,148.521 
3,111.432 ,111.511 ,111.591 ,111.670 ,111.749 ,111.829 ,111.908 ,111.988 ,112.067 ,112.147 ,112.226 ,112.306 ,112.385 ,112.465 ,112.544 ,112.624 ,112.703 ,112.783 ,112.862 ,112.942 ,113.021 ,113.101 ,113.181 ,113.260 ,113.340 ,113.419 ,113.499 ,113.579 ,113.658 ,113.738 ,113.818 ,113.897 ,113.977 ,114.057 ,114.136 ,114.216 ,114.296 ,114.376 ,114.455 ,114.535 ,114.615 ,114.695 ,114.774 ,114.854 ,114.934 ,115.014 ,115.094 ,115.173 ,115.253 ,115.333 ,115.413 ,115.493 ,115.573 ,115.653 ,115.732 ,115.812 ,115.892 ,115.972 ,116.052 ,116.132 ,116.212 ,116.292 ,116.372 ,116.452 ,116.532 ,116.612 ,116.692 ,116.772 ,116.852 ,116.932 ,117.012 ,117.092 ,117.172 ,117.252 ,117.332 ,117.412 ,117.492 ,117.572 ,117.652 ,117.732 ,117.812 ,117.892 ,117.972 ,118.053 ,118.133 ,118.213 ,118.293 ,118.373 ,118.453 ,118.533 ,118.614 ,118.694 ,118.774 ,118.854 ,118.934 ,119.014 ,119.095 ,119.175 ,119.255 ,119.335 ,119.416 ,119.496 ,119.576 ,119.656 ,119.737 ,119.817 ,119.897 ,119.977 ,120.058 ,120.138 ,120.218 ,120.299 ,120.379 ,120.459 ,120.540 ,120.620 ,120.700 ,120.781 ,120.861 ,120.941 ,121.022 ,121.102 ,121.182 ,121.263 ,121.343 ,121.424 ,121.504 ,121.584 ,121.665 ,121.745 ,121.826 ,121.906 ,121.986 ,122.067 ,122.147 ,122.228 ,122.308 ,122.389 ,122.469 ,122.550 ,122.630 ,122.711 ,122.791 ,122.871 ,122.952 ,123.032 ,123.113 ,123.193 ,123.274 ,123.354 ,123.435 ,123.515 ,123.596 ,123.677 ,123.757 ,123.838 ,123.918 ,123.999 ,124.079 ,124.160 ,124.240 ,124.321 ,124.401 ,124.482 ,124.563 ,124.643 ,124.724 ,124.804 ,124.885 ,124.966 ,125.046 ,125.127 ,125.207 ,125.288 ,125.369 ,125.449 ,125.530 ,125.610 ,125.691 ,125.772 ,125.852 ,125.933 ,126.013 ,126.094 ,126.175 ,126.255 ,126.336 ,126.417 ,126.497 ,126.578 ,126.659 ,126.739 ,126.820 ,126.901 ,126.981 ,127.062 ,127.142 ,127.223 ,127.304 ,127.384 ,127.465 ,127.546 ,127.626 ,127.707 ,127.788 ,127.868 ,127.949 ,128.030 ,128.111 ,128.191 ,128.272 ,128.353 ,128.433 ,128.514 ,128.595 ,128.675 ,128.756 ,128.837 ,128.917 ,128.998 ,129.079 ,129.159 ,129.240 ,129.321 ,129.402 ,129.482 ,129.563 ,129.644 ,129.724 ,129.805 ,129.886 ,129.966 ,130.047 ,130.128 ,130.208 ,130.289 ,130.370 ,130.451 ,130.531 ,130.612 ,130.693 ,130.773 ,130.854 ,130.935 ,131.015 ,131.096 ,131.177 ,131.257 ,131.338 ,131.419 ,131.500 ,131.580 ,131.661 ,131.742 ,131.822 ,131.903 ,131.984 ,132.064 ,132.145 ,132.226 ,132.306 ,132.387 ,132.468 ,132.548 ,132.629 ,132.710 ,132.790 ,132.871 ,132.952 ,133.032 ,133.113 ,133.194 ,133.274 ,133.355 ,133.436 ,133.516 ,133.597 ,133.677 ,133.758 ,133.839 ,133.919 ,134.000 ,134.081 ,134.161 ,134.242 ,134.323 ,134.403 ,134.484 ,134.564 ,134.645 ,134.726 ,134.806 ,134.887 ,134.967 ,135.048 ,135.129 ,135.209 ,135.290 ,135.370 ,135.451 ,135.531 ,135.612 ,135.693 ,135.773 ,135.854 ,135.934 ,136.015 ,136.095 ,136.176 ,136.256 ,136.337 ,136.417 ,136.498 ,136.578 ,136.659 ,136.739 ,136.820 ,136.900 ,136.981 ,137.061 ,137.142 ,137.222 ,137.303 ,137.383 ,137.464 ,137.544 ,137.625 ,137.705 ,137.786 ,137.866 ,137.947 ,138.027 ,138.107 ,138.188 ,138.268 ,138.349 ,138.429 ,138.509 ,138.590 ,138.670 ,138.751 ,138.831 ,138.911 ,138.992 ,139.072 ,139.152 ,139.233 ,139.313 ,139.393 ,139.474 ,139.554 ,139.634 ,139.715 ,139.795 ,139.875 ,139.956 ,140.036 ,140.116 ,140.197 ,140.277 ,140.357 ,140.437 ,140.518 ,140.598 ,140.678 ,140.758 ,140.838 ,140.919 ,140.999 ,141.079 ,141.159 ,141.239 ,141.320 ,141.400 ,141.480 ,141.560 ,141.640 ,141.720 ,141.801 ,141.881 ,141.961 ,142.041 ,142.121 ,142.201 ,142.281 ,142.361 ,142.441 ,142.521 ,142.602 ,142.682 ,142.762 ,142.842 ,142.922 ,143.002 ,143.082 ,143.162 ,143.242 ,143.322 ,143.402 ,143.482 ,143.562 ,143.642 ,143.722 ,143.801 ,143.881 ,143.961 ,144.041 ,144.121 ,144.201 ,144.281 ,144.361 ,144.441 ,144.521 ,144.600 ,144.680 ,144.760 ,144.840 ,144.920 ,145.000 ,145.079 ,145.159 ,145.239 ,145.319 ,145.398 ,145.478 ,145.558 ,145.638 ,145.717 ,145.797 ,145.877 ,145.957 ,146.036 ,146.116 ,146.196 ,146.275 ,146.355 ,146.435 ,146.514 ,146.594 ,146.674 ,146.753 ,146.833 ,146.912 ,146.992 ,147.071 ,147.151 ,147.231 ,147.310 ,147.390 ,147.469 ,147.549 ,147.628 ,147.708 ,147.787 ,147.867 ,147.946 ,148.026 ,148.105 ,148.184 ,148.264 ,148.343 ,148.423 ,148.502 
