date	title
2020.04.01	"['감염병 전문의들, 솔선수범해 손씻기 독려', ""[TF포토] 이정근 후보 '손씻기, 마스크착용 하세요'"", '최근 2주 코로나19 확진 해외유입 35%·병원/요양원 35%', '대덕구, 새학기 코로나19 예방수칙 홍보물 배포', ""'아기상어' 따라 '뚜루루뚜루' 손 씻어요…열풍"", ""미국 도로 전광판의 '코로나19 예방' 손씻기 메시지"", ""[홍준표 칼럼] 코로나19의 교훈, '올바른 손씻기'뿐일까?"", ""'면역력 강화' 비타민 제품 눈길"", '코로나바이러스감염증-19 국내 발생 현황 (4월 1일 정례브리핑)', '의정부성모병원에서 코로나19 확진자 7명 발생', '팀넷코리아, 디즈니캐릭터 활용한 라이프 제품 라인업 확장', '보성군 다중이용시설 방역소독물품 ‘무료’ 제공', '모든 입국자 오늘부터 2주간 자가격리 의무화…위반시 무관용 처벌', '구례군, 고강도 사회적 거리두기 전 군민 적극 동참', ""'면역력 강화' 비타민 제품 눈길"", '마스크 필요 없다던 서구인들, 뒤늦게 아시아 따라가나', '코로나19 남성 사망자 많은 이유 ‘X염색체’에?', '산청군서 첫 코로나19 확진자 발생', '[김해시] 코로나19로 인한 치매노인 돌봄 공백 최소화 外', '유은혜 “4월 말 부분 등교 가능할 걸로 예상”', '신종코로나 확산…집콕 육아 도와줄 ‘키즈 놀이템’ 인기', '99% 개인 위생 철저…‘사회적 거리두기 위반’ 단호한 처벌 원해', '트럼프 ""고통의 2주 앞두고 있다""...프랑스 사망자, 중국 넘어서', 'ubc 울산방송) 마트서 시식하고 립스틱 발라보고..', '“으라차차, 힘내요” 구민에 희망 전파', '조오섭·김경진 ""주민에게 힘이 되는 선거운동"" 다짐', '""밀접접촉 최소화"" 부산온 해외입국자, 두리발로 실어 나른다', '[단독]빅톤 ""코로나19 의료진 분들께 감사..모두 응원합니다""', '뛸 수 있지만 뛰지 못하는 선수들, 출범이래 가장 긴 스프링캠프', ""서울시, '서울의 아름다운 봄 꽃길 160선'"", '창녕군, 코로나19 확산방지 및 조치사항 32차 일일 브리핑', '사회적 거리두기 [똑똑한 정책뉴스]', '[빅데이터로 보는 2020 시민건강·(2)알레르기 비염]꽃가루·미세먼지·환절기...', '식료품 구매·의료시설 방문·출근 등은 허용', '코로나19 장기전에서 목소리 작아지는 질병관리본부…“무늬만 차관”', '[Health Journal] 코로나19 OUT…이것이 궁금하다', '고양시 일산서구, 소규모 위생업소 손소독제 지원 실시', '코로나19, 어제도 완치자가 신규확진자보다 많아...지속적 개선', ""모두를 위한 '거리두기', '자가격리' 준수하자"", '조규일 진주시장, 연암도서관 리모델링 사업 현장방문', '\'코로나19의 충격\' 에 바뀐 대구의 생활문화...""종식 이후에도 유지될 것""', '코로나19 예방 사회적 거리 두기 “긴장 풀면 안돼요”', ""창녕군, 긴급재난소득 지원 근거 마련 '박차'"", '광양시, 마스크 2만8천 매 경로당 등 무상 공급', '`코로나19` 사태에서 중동 교민이 한국을 부러워하는 이유', '천안시 수돗물 사용량 감소', '레이디제인 ""몇 주 째 집 근처만 왔다갔다"" 남심 저격 셀피 한 컷', '성남교육지원청, 개학 대비 학교방역소독', '[코로나19 확진율] 4월 1일자 확진자 그래프 “최근 2주간 감염경로 해외유입...', '그래도', '모든 입국자 오늘부터 2주간 자가격리 의무화…위반시 무관용 처벌', '치매노인 돌봄 공백 최소화..김해시치매안심센터, 1000명에 영양죽 지원', '구례군, 고강도 사회적 거리두기 동참 분위기 확산', '조규일 진주시장, 연암도서관 리모델링 사업 현장방문', '보성군, 모든 다중이용시설에 방역소독물품 제공', '구례군, 고강도 사회적 거리두기 적극 동참', '보성군, 다중이용시설 1,351개소에 방역소독물품 제공', '보성군, 1천351곳 다중시설 방역소독물품 제공', '고양시 일산서구, 소규모 위생업소 손소독제 지원 실시', '그래도', '모든 입국자 오늘부터 2주간 자가격리 의무화…위반시 무관용 처벌', '치매노인 돌봄 공백 최소화..김해시치매안심센터, 1000명에 영양죽 지원', '구례군, 고강도 사회적 거리두기 동참 분위기 확산', '조규일 진주시장, 연암도서관 리모델링 사업 현장방문', '보성군, 모든 다중이용시설에 방역소독물품 제공', '구례군, 고강도 사회적 거리두기 적극 동참', '보성군, 다중이용시설 1,351개소에 방역소독물품 제공', '보성군, 1천351곳 다중시설 방역소독물품 제공', '고양시 일산서구, 소규모 위생업소 손소독제 지원 실시', '그래도', '모든 입국자 오늘부터 2주간 자가격리 의무화…위반시 무관용 처벌', '치매노인 돌봄 공백 최소화..김해시치매안심센터, 1000명에 영양죽 지원', '구례군, 고강도 사회적 거리두기 동참 분위기 확산', '조규일 진주시장, 연암도서관 리모델링 사업 현장방문', '보성군, 모든 다중이용시설에 방역소독물품 제공', '구례군, 고강도 사회적 거리두기 적극 동참', '보성군, 다중이용시설 1,351개소에 방역소독물품 제공', '보성군, 1천351곳 다중시설 방역소독물품 제공', '고양시 일산서구, 소규모 위생업소 손소독제 지원 실시', '그래도', '모든 입국자 오늘부터 2주간 자가격리 의무화…위반시 무관용 처벌', '치매노인 돌봄 공백 최소화..김해시치매안심센터, 1000명에 영양죽 지원', '구례군, 고강도 사회적 거리두기 동참 분위기 확산', '조규일 진주시장, 연암도서관 리모델링 사업 현장방문', '보성군, 모든 다중이용시설에 방역소독물품 제공', '구례군, 고강도 사회적 거리두기 적극 동참', '보성군, 다중이용시설 1,351개소에 방역소독물품 제공', '보성군, 1천351곳 다중시설 방역소독물품 제공', '고양시 일산서구, 소규모 위생업소 손소독제 지원 실시', '그래도', '모든 입국자 오늘부터 2주간 자가격리 의무화…위반시 무관용 처벌', '치매노인 돌봄 공백 최소화..김해시치매안심센터, 1000명에 영양죽 지원', '구례군, 고강도 사회적 거리두기 동참 분위기 확산', '조규일 진주시장, 연암도서관 리모델링 사업 현장방문', '보성군, 모든 다중이용시설에 방역소독물품 제공', '구례군, 고강도 사회적 거리두기 적극 동참', '보성군, 다중이용시설 1,351개소에 방역소독물품 제공', '보성군, 1천351곳 다중시설 방역소독물품 제공', '고양시 일산서구, 소규모 위생업소 손소독제 지원 실시', '그래도']"
2020.04.02	"['A형 간염 예방, 손씻기 등 개인 위생 중요하다', '\'아기상어\' 따라 ""\'뚜루루뚜루\' 손 씻어요"" 열풍', '대한의료관련감염관리학회, 코로나19 퇴치 대국민 손씻기 캠페인 전개', '명지병원, 코로나19 극복 ‘튼튼 명상’ 개발', '[현장연결] 어제 89명 신규 확진…중앙방역대책본부 브리핑', '질병관리본부, 코로나19 국내발생현황', '틱톡, WHO 함께한 코로나19 극복 활동 전개', '코로나바이러스감염증-19 국내 발생 현황 (4월 2일 정례브리핑)', '레이디제인 ""#외출자제 #마스크착용 #손씻기 철저히 합시다""', '""생활방역, 밀집환경 개선 등 총망라…거리두기로 성과""', '팀넷코리아, 디즈니캐릭터 라이프 제품 라인업 확장', ""코로나19: 미국도 이제 마스크 쓸까? 대중에 '천 마스크' 권고 검토중"", '질병관리본부, 코로나19 국내발생현황', '코로나19 취약지대 눈 보호 중요', '국내 코로나19 확진환자 167번, 168번, 169번째 사망자 발생...기저질환 없는...', ""확진 1만 명 육박...'거리 두기' 언제까지?"", '확진 1만명 육박…정부, 고강도 거리두기 6일 이후도 지속할듯', ""한국인은 거부… 일본인은 부러워하는 '이것'?"", '틱톡, WHO 함께한 코로나19 극복 활동 전개', '""개학+검사 지연=대구지역, 코로나 종식 최대 3개월 늦어질 수도""', '안양시, 코로나19 예방 어린이집·유치원 방역물품 지급', '코로나19 해외 유입 601명…5일간 46% 증가', '""손 씻을 물도 없는데 집에 있으라 해""…남아공 빈민가 현실', '코로나19 극복 핵심인 ‘자가 면역’ 지키려면', '목포대, ""봄꽃 나들이 자제해 주세요""', '""코로나19, 풍토병 전환 가능성… 예측 모델 만들어야""', '김해시, 코로나19 여파 치매노인 돌봄 공백 최소화', '임실군자원봉사센터 필터교체형 마스크 1,600매 전달', '공주 탄천면새마을회, 사회적 거리두기 홍보', '충남 고교생들 ""코로나19 예방하자"" SNS에서 캠페인', ""앞다투기식 '임금 반납'에 발전노동자는 신음한다"", '[안양시] 최대호 시장 “세상 변화시킬 긍정의 마음 키울 때” 外', '서부교육지청, 서구청 코로나19 예방 물품 기증받아', '급식전문가와 식품안전 정보전문가 맞손', '감염병 전문가 “한 달 안에 등교 어려운 상황”', '취약계층에 감염예방 키트 3만 개 배포', ""음성군 대소면 일가족 확진자 '남편', 막내딸에 이어 완치 퇴원"", ""서울 초중등 학교 '높은 학생밀도·비말 수업' 가장 취약"", '창녕군, 코로나19 확산방지 및 조치사항 33차 일일 브리핑', '코로나 블루, 이렇게 예방할 수 있다', '일본, 중증장애 아동 소독액 부족 심각', '[코로나19] 확진자 89명 늘어 총 9천976명…""생활방역 전환 시기 고심""', '자총 군위 소보면분회-여성회, 도시락 전달', '양평군, 식품취급종사자 건강진단(보건증) 업무 재개', '영천교육지원청, 코로나19 확산 방지 학생생활지도에 나서', '[코로나19] 의정부성모병원 9명·진주 윙스타워 스파 7명 발생(종합)', '구례군, 고강도 사회적 거리두기 동참 분위기 확산', '통영시, 고위험시설 코로나19로부터 안전하게 지켜', '코로나 확진자 9976명…의정부성모병원 9명 추가(상보)', '안전진단 퀴즈 문제풀며 코로나19 예방한다', '[삶의향기]어려운 때일수록 한마음 한뜻으로!', ""시흥 8번째 '코로나19' 확진자 발생… 정왕2동 거주 50대 여성"", '코로나19 교육현장에 희망 전하는 대전 교사들', ""오가닉 여성청결제 '포피엠테라피' 온누리 약국 입점"", '[포토뉴스]현남면이장협의회 방역활동', '경남 함양군, 코로나19 속에 얼굴 없는 천사', '신체운동 많이 할수록 두뇌가 발달한다', ""진주 진성면 바르게살기 '사회적 거리두기' 캠페인"", '가평군, 코로나19 대응 다양한 대책 추진', '공주 탄천면새마을회, 코로나19 예방활동 펼쳐', '신체운동 많이 할수록 두뇌가 발달한다', ""진주 진성면 바르게살기 '사회적 거리두기' 캠페인"", '틱톡, 코로나19 극복 위해 WHO와 협업 진행…선한 영향력 행사', '틱톡, WHO 함께 코로나19 극복 활동', '가평군, 코로나19 대응 다양한 대책 추진', '안양시, 어린이집·유치원에 코로나19 예방 방역물품 지급', '""코로나19 극복! 취약계층에 의미있게 쓰이길""', ""목포대 '봄꽃 나들이 자제해 주세요'"", ""안양시, 관내 어린이집·유치원에 '코로나19 방역물품' 지급"", '공주 탄천면새마을회, 코로나19 예방활동 펼쳐', '신체운동 많이 할수록 두뇌가 발달한다', ""진주 진성면 바르게살기 '사회적 거리두기' 캠페인"", '틱톡, 코로나19 극복 위해 WHO와 협업 진행…선한 영향력 행사', '틱톡, WHO 함께 코로나19 극복 활동', '가평군, 코로나19 대응 다양한 대책 추진', '안양시, 어린이집·유치원에 코로나19 예방 방역물품 지급', '""코로나19 극복! 취약계층에 의미있게 쓰이길""', ""목포대 '봄꽃 나들이 자제해 주세요'"", ""안양시, 관내 어린이집·유치원에 '코로나19 방역물품' 지급"", '공주 탄천면새마을회, 코로나19 예방활동 펼쳐', '신체운동 많이 할수록 두뇌가 발달한다', ""진주 진성면 바르게살기 '사회적 거리두기' 캠페인"", '틱톡, 코로나19 극복 위해 WHO와 협업 진행…선한 영향력 행사', '틱톡, WHO 함께 코로나19 극복 활동', '가평군, 코로나19 대응 다양한 대책 추진', '안양시, 어린이집·유치원에 코로나19 예방 방역물품 지급', '""코로나19 극복! 취약계층에 의미있게 쓰이길""', ""목포대 '봄꽃 나들이 자제해 주세요'"", ""안양시, 관내 어린이집·유치원에 '코로나19 방역물품' 지급"", '공주 탄천면새마을회, 코로나19 예방활동 펼쳐', '신체운동 많이 할수록 두뇌가 발달한다', ""진주 진성면 바르게살기 '사회적 거리두기' 캠페인"", '틱톡, 코로나19 극복 위해 WHO와 협업 진행…선한 영향력 행사', '틱톡, WHO 함께 코로나19 극복 활동', '가평군, 코로나19 대응 다양한 대책 추진', '안양시, 어린이집·유치원에 코로나19 예방 방역물품 지급', '""코로나19 극복! 취약계층에 의미있게 쓰이길""', ""목포대 '봄꽃 나들이 자제해 주세요'"", ""안양시, 관내 어린이집·유치원에 '코로나19 방역물품' 지급"", '공주 탄천면새마을회, 코로나19 예방활동 펼쳐']"
2020.04.03	"['""손씻기, 기침예절 준수""...제기능 상실한 재난문자 \'폭탄\'', '박지성♥김민지, 코로나19 예방 손씻기 캠페인 참여 `모범 부부`', ""지방흡입 특화병원 365mc, '손씻기 캠페인', 1124건 참여"", '[단독]KARD ""6단계 손씻기로 코로나19 멋지게 예방해요!""', '[단독]강태강 ""\'코로나19 안녕\' 10번 손씻기 함께 동참해요""', '손씻기 방법 따라 감염질환 예방 효과有…""손등까지 씻어야""', ""코로나19 확진 1만명 넘었지만…완치도 6천명 넘어 '완치율 60%'"", '병원감염 비상…""감염자 조기발견하고 위생수칙으로 확산 방지""', ""[전문] 대구 신규 확진자 9명 증가…'한 자릿수' 진입"", '명지병원, 코로나19 극복 ‘몸 튼튼 마음 튼튼 명상’ 개발', '뉴욕타임스에 ""마스크를 써야한다""고 직접 투고했더니', '국내 코로나 확진자 1만명 돌파, 어제 86명 추가...총 확진자 1만62명', '국내 코로나 확진자 1만명 넘어…격리환자는 감소세', ""코로나19 확진 1만명 넘었지만…완치도 6천명 넘어 '완치율 60%'"", '병원감염 비상…""감염자 조기발견하고 위생수칙으로 확산 방지""', ""한 방향 식사·계단 이용… 이제 '생활방역'이 답"", ""[전문] 대구 신규 확진자 9명 증가…'한 자릿수' 진입"", '[월드리포트] 코로나에 멀어지는 한-베트남 관계', ""한강 명소엔 돗자리 빼곡…상춘객 쏟아질 '주말 방역' 어쩌나"", '안양시, 아동시설 435곳에 방역용품 꾸러미 전달', '코로나19 의정부·대구·경북 병원서 추가환자 발생', '[더뉴스-더인터뷰] 국내 첫 의료진 사망...목욕탕 등 지역사회 감염 속출', '서천읍, 코로나19 극복 사회적 거리두기 캠페인', '김창엽 서울대 보건대학원 교수 “감염병은 시민참여형 방역 필수…개학 문제...', '대구시 ""재확산 막아야…입국자·봄나들이·총선도 거리두자""', '코로나에 달라지는 데이트앱…섹스토이 판매도 급증', ""코로나 확진자들 때아닌 '담배와의 전쟁'…'금단현상'에 이탈"", '낮은 습도, 코로나19 바이러스 전파 확률↑', '노동신문 ""국가비상방역 정보체계 개발 시급히 진행""', '보성군, 다중이용시설 1,351개소 방역소독물품 제공', '[현장연결] 국내 확진자 1만명 넘어…중앙방역대책본부 브리핑', '용산구, 코로나19 15번째 확진자 발생', ""함양군, 코로나19 위기 속에 빛나는 군민성 '청정함양' 비결!"", ""세종시 소담동 주민자치위원회 '코로나19 확산방지 계도방역' 봉사활동"", '[코로나19] 의정부성모 5명·경산 서요양병원 4명...이어지는 의료기관 전파(...', '[코로나19] 보건당국 ""주말에도 집안에 머물러주세요""', '삼산경찰서, 강력한 사회적 거리두기 1인 캠페인', ""재채기 8m까지 날라가...WHO '마스크' 착용기준 재검토"", ""[軍 코로나 확진자 적은 이유는]외출·휴가 틀어막아...'과잉' 넘어 '강력' 대..."", '가평군, 코로나19 대응 청년일자리 지원사업 운영', '익산시센터, 어린이급식소에 소독제품 지원', '주기적 혈압·혈당체크 필수… 귀찮다고 거르면 ‘합병증’ 올 수도', '주말 종교활동서 집단감염… ""밀접접촉 활동 자제를""', '코로나19 176번째, 177번째 확진환자 사망…방역당국, 주말 사회적 거리두기 ...', '[기고]감염병 사태가 불러올 더 큰 재앙에 대비하자', '`그래미 수상` 레이 벤슨, 코로나19 확진 ""피곤하고 어지러워""', ""코로나 확진 1만명, 확산-진정 기로…'사회적 거리두기'가 관건"", '임실군자원봉사센터(센터장 소병종)는...수제 마스크 1,600매를 임실군에 전달', '코로나19 감염증 현황 (4월 3일 0시 기준) 코로나19, 신규확진자보다 신규완치...', '[서울특별시 사회재난 재난문자 발송] 중앙재난안전대책본부, 코로나19 여파로...', '가평군, 코로나19 대응 다양한 대책 추진', '사회적 거리두기와 안전한 등산', '\'여친짤 장인\' 레이디제인 ""몇 주 째 집 근처만 왔다갔다""', '코로나19 국내 사망자 177명어제 보다 4명 증가', '대구 코로나19 검체검사 인원 지속 감소', '대구교육청, 코로나19 대응 학교급식 교육용 동영상 제작', '대구광역시 3일 코로나 확진 9명 추가 6734명...완치 4516명', '유치원에서 선물이 왔어요!!', '대전서부교육지원청, 서구청 코로나19 예방 물품 기증받아', ""[글로벌 위기 극복 일류기업] 코로나19 위기 속에도 '인간 존중의 경영' 실천..."", '\'여친짤 장인\' 레이디제인 ""몇 주 째 집 근처만 왔다갔다""', '코로나19 국내 사망자 177명어제 보다 4명 증가', '대구 코로나19 검체검사 인원 지속 감소', '대구교육청, 코로나19 대응 학교급식 교육용 동영상 제작', '가평군, 코로나19 대응 청년일자리 지원사업 운영', '용산구, 코로나19 15번째 확진자 발생', '대구광역시 3일 코로나 확진 9명 추가 6734명...완치 4516명', '유치원에서 선물이 왔어요!!', '대전서부교육지원청, 서구청 코로나19 예방 물품 기증받아', ""[글로벌 위기 극복 일류기업] 코로나19 위기 속에도 '인간 존중의 경영' 실천..."", '\'여친짤 장인\' 레이디제인 ""몇 주 째 집 근처만 왔다갔다""', '코로나19 국내 사망자 177명어제 보다 4명 증가', '대구 코로나19 검체검사 인원 지속 감소', '대구교육청, 코로나19 대응 학교급식 교육용 동영상 제작', '가평군, 코로나19 대응 청년일자리 지원사업 운영', '용산구, 코로나19 15번째 확진자 발생', '대구광역시 3일 코로나 확진 9명 추가 6734명...완치 4516명', '유치원에서 선물이 왔어요!!', '대전서부교육지원청, 서구청 코로나19 예방 물품 기증받아', ""[글로벌 위기 극복 일류기업] 코로나19 위기 속에도 '인간 존중의 경영' 실천..."", '가평군, 코로나19 대응 청년일자리 지원사업 운영', '용산구, 코로나19 15번째 확진자 발생', '대구광역시 3일 코로나 확진 9명 추가 6734명...완치 4516명', '유치원에서 선물이 왔어요!!', '대전서부교육지원청, 서구청 코로나19 예방 물품 기증받아', ""[글로벌 위기 극복 일류기업] 코로나19 위기 속에도 '인간 존중의 경영' 실천..."", ""[글로벌 위기 극복 일류기업] 코로나19 위기 속에도 '인간 존중의 경영' 실천...""]"
2020.04.04	"['[건강이 최고] 코로나19의 역설…""예방수칙 지키니 건강해졌다?""', '봄꽃 인파 주말 나들이…전문가 ""밀폐된 실내 절대 금물""', '[현장영상] ""사회적 거리 두기 2주 연장...적극 동참 부탁""', '질본 ""소독 등 환경관리 시행…환기 후 소독""', '병원에서 와인바 까지…코로나19 집단감염 계속', '뮤지컬 ‘오페라의 유령’ 측 “2명 확진, 91명 음성, 35명 검사 및 결과 대기...', ""진주시 '코로나19' 관련 발생현황과 조치사항 브리핑"", '코로나바이러스감염증-19 국내 발생 현황 (4월 4일 정례브리핑)', '‘정상영업·일상복귀’ 걸림돌 될 수 있다…주말 등산·꽃놀이 주의', '\'방역 모범국\' 싱가포르의 극약 처방 ""4주간 나오지 말라""', '뮤지컬 ‘오페라의 유령’ 측 “2명 확진, 91명 음성, 35명 검사 및 결과 대기...', ""진주시 '코로나19' 관련 발생현황과 조치사항 브리핑"", ""목포대 '봄꽃 나들이 자제해 주세요'"", '감염 경로 추적 확대한다…증상 발생 2일 전 접촉자도 조사', '부여군, 코로나19 확산방지 총력', '코로나 180번째, 181번째 사망자 발생… ‘사회적 거리두기’ 2주 더 연장', '[현장연결] 국내 확진자 94명 신규 추가…중앙방역대책본부 브리핑', ""코로나 속 한 달 67만명 발길…북한산에는 '등산적 거리 두기'"", '[건강칼럼] 코로나19 치료제 현황·전망', '통영시, 코로나19 대응 ‘방역의 날’ 행사 개최', '슬기로운 식사시간, 개학 전에 꼭 보세요', '코로나19: 트럼프는 당국의 권고에도 마스크를 쓰지 않겠다고 말했다', '""조금만 더""…효과 본 \'고강도 사회적 거리두기\' 2주 더 연장', '진주시,코로나19 확산방지 및 조치사항 46차 일일 브피핑', '국내 코로나19 확진 환자 1만156명…""주말 야외활동 삼가 당부""', '아꿈선 교사들 ""출석인정노트로 코로나19 극복해요""', '4월 3일 코로나19 누적확진자 1만 62명 분석결과는?…여성 및 20대 많고, 치명...', '인천삼산경찰서, 강력한 사회적 거리두기 1인 캠페인', '\'오페라의 유령\' 측 ""코로나19 추가 확진자 無, 방역 철저"" [공식입장]', '대구시 교육청 코로나19 대응, 학교급식 교육 동영상 만들어', '진주시,코로나19 확산방지 및 조치사항 46차 일일 브피핑', '국내 코로나19 확진 환자 1만156명…""주말 야외활동 삼가 당부""', '방역당국 ""주말 외출 자제, 소독 및 환경 청결, 환기 필요"" 당부', '아꿈선 교사들 ""출석인정노트로 코로나19 극복해요""', '4월 3일 코로나19 누적확진자 1만 62명 분석결과는?…여성 및 20대 많고, 치명...', '질본 ""소독 등 환경관리 시행…환기 후 소독""', '정준석 진주부시장, 코로나19 확산방지 및 조치사항 46차 브리핑', '인천삼산경찰서, 강력한 사회적 거리두기 1인 캠페인', '\'오페라의 유령\' 측 ""코로나19 추가 확진자 無, 방역 철저"" [공식입장]', '대구시 교육청 코로나19 대응, 학교급식 교육 동영상 만들어', '인천삼산경찰서, 강력한 사회적 거리두기 1인 캠페인', '\'오페라의 유령\' 측 ""코로나19 추가 확진자 無, 방역 철저"" [공식입장]', '대구시 교육청 코로나19 대응, 학교급식 교육 동영상 만들어', '대구시 교육청 코로나19 대응, 학교급식 교육 동영상 만들어', '대구시 교육청 코로나19 대응, 학교급식 교육 동영상 만들어', '대구시 교육청 코로나19 대응, 학교급식 교육 동영상 만들어', '대구시 교육청 코로나19 대응, 학교급식 교육 동영상 만들어', '대구시 교육청 코로나19 대응, 학교급식 교육 동영상 만들어']"
2020.04.05	"['[현장영상] ""검역 과정에서 거짓 서류 제출 시 1년 이하 징역""', '부산시, 공중화장실 위생관리 강화…소독제·용품비 지원', '대구시교육청, 코로나19 대응 학교급식 교육 동영상 보급', '서울아산병원 1명 추가확진 · 인천의료원 1명 확진 발생', ""함양군, 코로나19 위기 속에 빛나는 군민성 '청정함양' 비결!"", '장수 코로나 확진 자발생 관련 이강래 후보 ""방역 철저"" 당부', '코로나바이러스감염증-19 국내 발생 현황 (4월 5일 정례브리핑)', '\'오페라의 유령\' 측 ""앙상블 2명 코로나 확진, 스태프들 결과 대기 중""', '""씻고, 집에서, 2m 이상""…꼭 기억해야될 코로나19 예방법', '트럼프 “많은 사망자 나올 것”…벅스 “식료품점도 가지 마라”', '진주 코로나19 집단감염 확산 촉각', '""체육시설, 언제 문 열어주나요""', '대구시교육청, 코로나19 대응 학교급식 교육 동영상 보급', '코로나19 대응 건강취약계층 방문 건강관리 강화', '서울아산병원 1명 추가확진 · 인천의료원 1명 확진 발생', ""함양군, 코로나19 위기 속에 빛나는 군민성 '청정함양' 비결!"", '\'오페라의 유령\' 측 ""앙상블 2명 코로나 확진, 스태프들 결과 대기 중""', '용산구, 18번째 코로나19 확진자 발생…프랑스서 입국 20대 여성', '[영상] 2020 제주특별자치도 교육청뉴스 4월2주차', '장수 코로나 확진 자발생 관련 이강래 후보 ""방역 철저"" 당부', '[포토] 색칠하며 코로나19에 대해 배워요…코로나19 컬러링북', '목포대 ""봄꽃 나들이 자제해 주세요""', '[민학수의 All That Golf]\'스페인 람보\'의 슬기로운 \'집콕 생활\'... ""지금은 ...', '""코로나19 확산방지 계도·방역""봉사활동', ""통영시, 코로나19 대비 '방역의 날' 행사"", ""'더 세진' 2차 사회적 거리두기, 1차때와 다른 점은?"", '[기고 칼럼] 바이러스는 치료하는 것이 아니라 예방하는 것이다', '이윤지 ""딱한 우리 아이들의ㅡ#사회적거리두기"" 딸 라니 근황은?', '제21대 국회의원선거 투표안내문 선거공보 각 가정 배달', ""[아통 포토] 파키스탄 '코로나19' 확진자 2,917명, 사망자 35명"", '[기고 칼럼] 바이러스는 치료하는 것이 아니라 예방하는 것이다', '이윤지 ""딱한 우리 아이들의ㅡ#사회적거리두기"" 딸 라니 근황은?', '제21대 국회의원선거 투표안내문 선거공보 각 가정 배달', '이강래 후보 주민 생활방역 철저 당부', ""[아통 포토] 파키스탄 '코로나19' 확진자 2,917명, 사망자 35명"", ""[아통 포토] 파키스탄 '코로나19' 신규 확진자 200명 가량 더 발생하여.."", ""[아통 포토] 파키스탄 '코로나19'로 정부관계자 시민들위해 교육 및 생필품 지..."", '틱톡, WHO 함께한 코로나19 극복 활동\xa0', '부산시, 공중화장실 위생용품비 긴급 지원...1억 1천만 원 추경', '[KISTI의 과학향기] 세균 천국에서 살아남기: 공중 화장실 위생 수칙', '[기고 칼럼] 바이러스는 치료하는 것이 아니라 예방하는 것이다', '이윤지 ""딱한 우리 아이들의ㅡ#사회적거리두기"" 딸 라니 근황은?', '제21대 국회의원선거 투표안내문 선거공보 각 가정 배달', '이강래 후보 주민 생활방역 철저 당부', ""[아통 포토] 파키스탄 '코로나19' 확진자 2,917명, 사망자 35명"", ""[아통 포토] 파키스탄 '코로나19' 신규 확진자 200명 가량 더 발생하여.."", ""[아통 포토] 파키스탄 '코로나19'로 정부관계자 시민들위해 교육 및 생필품 지..."", '틱톡, WHO 함께한 코로나19 극복 활동\xa0', '부산시, 공중화장실 위생용품비 긴급 지원...1억 1천만 원 추경', '[KISTI의 과학향기] 세균 천국에서 살아남기: 공중 화장실 위생 수칙', '[KISTI의 과학향기] 세균 천국에서 살아남기: 공중 화장실 위생 수칙', '[KISTI의 과학향기] 세균 천국에서 살아남기: 공중 화장실 위생 수칙', '[KISTI의 과학향기] 세균 천국에서 살아남기: 공중 화장실 위생 수칙', '[KISTI의 과학향기] 세균 천국에서 살아남기: 공중 화장실 위생 수칙', '[KISTI의 과학향기] 세균 천국에서 살아남기: 공중 화장실 위생 수칙']"
